key	value
ITEM_TOME_OF_NAIVETY_DESCRIPTION	阅读这本书会重置你的所有属性，并返还你的属性点。<color=lime>只能在安全区使用。</color>
ITEM_TOME_OF_UNLEARNING_NAME	遗忘之书
ITEM_TOME_OF_UNLEARNING_DESCRIPTION	阅读这本书会重置你的所有技能，并返还你的技能点。<color=lime>只能在安全区使用。</color>
ITEM_AGILITY_STONE_NAME	敏捷之石
ITEM_AGILITY_STONE_DESCRIPTION	具有将武器的伤害加成来源更改为敏捷属性的能力。
ITEM_ANGELAS_TEAR_NAME	安琪拉的泪滴
ITEM_ANGELAS_TEAR_DESCRIPTION	在持有者死亡时立即复活。
ITEM_BLIGHTWOOD_LOG_NAME	枯木妖原木
ITEM_BLIGHTWOOD_LOG_DESCRIPTION	内部非常热，燃着一簇蓝色的火焰，似乎永远不会熄灭。
ITEM_BLIGHTWOOD_STICK_NAME	枯木妖树枝
ITEM_BLIGHTWOOD_STICK_DESCRIPTION	拿在手里，依旧能感觉到暖意。
ITEM_BLUE_MINCHROOM_CAP_NAME	蓝蘑菇妖菌盖
ITEM_BLUE_MINCHROOM_CAP_DESCRIPTION	它的孢子足以将人冻伤，说不定能放房间里避避暑。
ITEM_BRONZE_ARROWS_NAME	铜箭
ITEM_BRONZE_ARROWS_DESCRIPTION	给弓使用的箭矢。
ITEM_CARBUNCLE_FOOT_NAME	绯咒者的脚
ITEM_CARBUNCLE_FOOT_DESCRIPTION	腐化为绯咒者的术士留下的断肢。它滴下的血液可化作蕴含魔力的魔尘。
ITEM_CURSED_NOTE_NAME	诅咒符纸
ITEM_CURSED_NOTE_DESCRIPTION	符纸上有一些魔法符号，它们看起来像悬浮在纸上。
ITEM_DEADWOOD_LOG_NAME	腐木妖原木
ITEM_DEADWOOD_LOG_DESCRIPTION	炽热，橙色的能量在这根原木中涌动。
ITEM_DEATHGEL_CORE_NAME	腐臭史莱姆之核
ITEM_DEATHGEL_CORE_DESCRIPTION	从腐臭史莱姆中挖出的块状物。
ITEM_DIVA_NECKLACE_NAME	女王的项链
ITEM_DIVA_NECKLACE_DESCRIPTION	太大了戴不上，不过很值钱。
ITEM_FLUX_STONE_NAME	魔源之石
ITEM_FLUX_STONE_DESCRIPTION	具有将武器的伤害加成来源更改为智力属性的能力。
ITEM_GEIST_COLLAR_NAME	幽魂的项圈
ITEM_GEIST_COLLAR_DESCRIPTION	即便晃动时，铃铛也不会发出任何声音。
ITEM_GHOSTDUST_NAME	幽灵尘
ITEM_GHOSTDUST_DESCRIPTION	一瓶余烬，来自依旧彷徨的鬼魂。
ITEM_GOLEM_CORE_NAME	魔像之核
ITEM_GOLEM_CORE_DESCRIPTION	曾为魔像之心，沉重如旧。
ITEM_GOLEM_GEM_NAME	魔像宝石
ITEM_GOLEM_GEM_DESCRIPTION	一缕红色的薄雾在这颗宝石中蜿蜒。
ITEM_GREEN_LIPSTICK_NAME	绿色口红
ITEM_GREEN_LIPSTICK_DESCRIPTION	味道像酸苹果糖。
ITEM_HELLSLUDGE_CORE_NAME	狱火史莱姆之核
ITEM_HELLSLUDGE_CORE_DESCRIPTION	从狱火史莱姆中挖出的块状物。
ITEM_ILLUSION_STONE_NAME	幻象石
ITEM_ILLUSION_STONE_DESCRIPTION	这种神奇的石头可以用来改变东西的外观。
ITEM_MAW_EYE_NAME	巨鄂怪的眼睛
ITEM_MAW_EYE_DESCRIPTION	涣散的瞳孔里透出一丝焦虑。
ITEM_MEKBOAR_HEAD_NAME	突突猪的头
ITEM_MEKBOAR_HEAD_DESCRIPTION	它的鼻子还在不停抽动。
ITEM_MEKBOAR_SPEAR_NAME	突突猪的角
ITEM_MEKBOAR_SPEAR_DESCRIPTION	没人清楚这样的枪头到底是怎么插上野猪变成角的。
ITEM_MIGHT_STONE_NAME	力量之石
ITEM_MIGHT_STONE_DESCRIPTION	具有将武器的伤害加成来源更改为力量属性的能力。
ITEM_MONOLITH_CORE_NAME	巨石魔像之核
ITEM_MONOLITH_CORE_DESCRIPTION	巨石魔像的核心。深绿色的能量在其内部涌动。
ITEM_MONOLITH_GEM_NAME	巨石魔像宝石
ITEM_MONOLITH_GEM_DESCRIPTION	巨石魔像身上的一块巨大的绿色宝石。可能是突变的产物。
ITEM_MOUTH_BITTERTOOTH_NAME	大嘴怪的毒牙
ITEM_MOUTH_BITTERTOOTH_DESCRIPTION	牙尖滴落的毒液仿佛取之不尽。
ITEM_MOUTH_EYE_NAME	大嘴怪的眼睛
ITEM_MOUTH_EYE_DESCRIPTION	很软，但戳不破。
ITEM_RAGEBOAR_HEAD_NAME	愤愤猪的头
ITEM_RAGEBOAR_HEAD_DESCRIPTION	充血的眼睛里满是愤怒。
ITEM_RAGEBOAR_SPEAR_NAME	愤愤猪的角
ITEM_RAGEBOAR_SPEAR_DESCRIPTION	角上的血迹警示着非同小可的杀伤力。
ITEM_RED_MINCHROOM_CAP_NAME	红蘑菇妖菌盖
ITEM_RED_MINCHROOM_CAP_DESCRIPTION	它的孢子足以点着大火，说不定能当辣味调味料来用。
ITEM_ROCK_NAME	石头
ITEM_ROCK_DESCRIPTION	只是块普通的石头，可以用来丢向敌人。
ITEM_SLIME_CORE_NAME	史莱姆之核
ITEM_SLIME_CORE_DESCRIPTION	从史莱姆中挖出的块状物。
ITEM_SLIME_DIVA_EARS_NAME	史莱姆女王的耳朵
ITEM_SLIME_DIVA_EARS_DESCRIPTION	又大又长。不像别的史莱姆的耳朵，它摸起来不尖锐反而很柔软。
ITEM_SLIME_EARS_NAME	史莱姆的耳朵
ITEM_SLIME_EARS_DESCRIPTION	耳朵的末端意外的尖锐，被扇到了还真会挺疼。
ITEM_SLIMEK_CORE_NAME	史莱米库之核
ITEM_SLIMEK_CORE_DESCRIPTION	从史莱米库中挖出的块状物。
ITEM_SLIMEK_EARS_NAME	史莱米库的耳朵
ITEM_SLIMEK_EARS_DESCRIPTION	比普通史莱姆的耳朵更尖一些。
ITEM_SLIMEK_EYE_NAME	史莱米库的眼睛
ITEM_SLIMEK_EYE_DESCRIPTION	盯着瞳孔正中够久的话，花纹就会开始旋转。
ITEM_SOUL_PEARL_NAME	灵魂珍珠
ITEM_SOUL_PEARL_DESCRIPTION	赋予持有者复生已逝之魂的力量\n<color=cyan>要复活某人，靠近他们时按下交互键。</color>
ITEM_WIZBOAR_HEAD_NAME	巫巫猪的头
ITEM_WIZBOAR_HEAD_DESCRIPTION	它还在微笑着。
ITEM_WIZBOAR_SCEPTER_NAME	巫巫猪的角
ITEM_WIZBOAR_SCEPTER_DESCRIPTION	蓄满了电力。直接拿来当武器还是太大了些。
CREEP_LESSER_WISP_NAME	零星鬼火
CREEP_LESSER_WISP_NAME_VARIANT_MANY	零星鬼火
CREEP_MIASMA_NAME	瘴气鬼火
CREEP_MIASMA_NAME_VARIANT_MANY	瘴气鬼火
CREEP_GREATER_WISP_NAME	成簇鬼火
CREEP_GREATER_WISP_NAME_VARIANT_MANY	成簇鬼火
CREEP_TOXIN_NAME	剧毒鬼火
CREEP_TOXIN_NAME_VARIANT_MANY	剧毒鬼火
CREEP_ALSHAR_NAME	阿尔沙
CREEP_ALSHAR_NAME_VARIANT_MANY	阿尔沙
CREEP_CARBUNCLE_NAME	绯咒者
CREEP_CARBUNCLE_NAME_VARIANT_MANY	绯咒者
CREEP_STEZZA_NAME	斯特扎
CREEP_STEZZA_NAME_VARIANT_MANY	斯特扎
CREEP_POLTERGEIST_NAME	喧闹幽魂
CREEP_POLTERGEIST_NAME_VARIANT_MANY	喧闹幽魂
CREEP_MINI_GEIST_NAME	小幽魂
CREEP_MINI_GEIST_NAME_VARIANT_MANY	小幽魂
CREEP_GEIST_NAME	幽魂
CREEP_GEIST_NAME_VARIANT_MANY	幽魂
CREEP_LORD_ZUULNERUDA_NAME	幽魂之主-祖纳鲁达
CREEP_LORD_ZUULNERUDA_NAME_VARIANT_MANY	幽魂之主-祖纳鲁达
CREEP_LORD_KALUUZ_NAME	幽魂之主-卡鲁兹
CREEP_LORD_KALUUZ_NAME_VARIANT_MANY	幽魂之主-卡鲁兹
CREEP_GOLEM_NAME	大型魔像
CREEP_GOLEM_NAME_VARIANT_MANY	大型魔像
CREEP_MONOLITH_NAME	巨石魔像
CREEP_MONOLITH_NAME_VARIANT_MANY	巨石魔像
CREEP_DEMIGOLEM_NAME	Demigolem
CREEP_DEMIGOLEM_NAME_VARIANT_MANY	Demigolems
CREEP_COLOSSUS_NAME	撼地巨像
CREEP_COLOSSUS_NAME_VARIANT_MANY	撼地巨像
CREEP_BROXXUS_NAME	Broxxus
CREEP_BROXXUS_NAME_VARIANT_MANY	Broxxuss
CREEP_MEKBOAR_NAME	突突猪
CREEP_MEKBOAR_NAME_VARIANT_MANY	突突猪
CREEP_BOOMBOAR_NAME	轰轰猪
CREEP_BOOMBOAR_NAME_VARIANT_MANY	轰轰猪
CREEP_RAGEBOAR_NAME	愤愤猪
CREEP_RAGEBOAR_NAME_VARIANT_MANY	愤愤猪
CREEP_WIZBOAR_NAME	巫巫猪
CREEP_WIZBOAR_NAME_VARIANT_MANY	巫巫猪
CREEP_BLUE_MINCHROOM_NAME	蓝蘑菇妖
CREEP_BLUE_MINCHROOM_NAME_VARIANT_MANY	蓝蘑菇妖
CREEP_RED_MINCHROOM_NAME	红蘑菇妖
CREEP_RED_MINCHROOM_NAME_VARIANT_MANY	红蘑菇妖
CREEP_YELLOW_MINCHROOM_NAME	黄蘑菇妖
CREEP_YELLOW_MINCHROOM_NAME_VARIANT_MANY	黄蘑菇妖
CREEP_MINI_GOLEM_NAME	小型魔像
CREEP_MINI_GOLEM_NAME_VARIANT_MANY	小型魔像
CREEP_MOUTH_NAME	大嘴怪
CREEP_MOUTH_NAME_VARIANT_MANY	大嘴怪
CREEP_MAW_NAME	巨鄂怪
CREEP_MAW_NAME_VARIANT_MANY	巨鄂怪
CREEP_SLIME_NAME	史莱姆
CREEP_SLIME_NAME_VARIANT_MANY	史莱姆
CREEP_HELLSLUDGE_NAME	狱火史莱姆
CREEP_HELLSLUDGE_NAME_VARIANT_MANY	狱火史莱姆
CREEP_TAR_SPAWN_NAME	焦油史莱姆
CREEP_TAR_SPAWN_NAME_VARIANT_MANY	焦油史莱姆
CREEP_SLIMEK_NAME	史莱米库
CREEP_SLIMEK_NAME_VARIANT_MANY	史莱米库
CREEP_DEATHGEL_NAME	腐臭史莱姆
CREEP_DEATHGEL_NAME_VARIANT_MANY	腐臭史莱姆
CREEP_SLIME_DIVA_NAME	史莱姆女王
CREEP_SLIME_DIVA_NAME_VARIANT_MANY	史莱姆女王
CREEP_DEADWOOD_NAME	腐木妖
CREEP_DEADWOOD_NAME_VARIANT_MANY	腐木妖
CREEP_BLIGHTWOOD_NAME	枯木妖
CREEP_BLIGHTWOOD_NAME_VARIANT_MANY	枯木妖
CREEP_NOVICE_TRAINING_DUMMY_NAME	新手训练假人
CREEP_NOVICE_TRAINING_DUMMY_NAME_VARIANT_MANY	新手训练假人
CREEP_CLASS_TRAINING_DUMMY_NAME	职业训练假人
CREEP_CLASS_TRAINING_DUMMY_NAME_VARIANT_MANY	职业训练假人
QUEST_A_WARM_WELCOME_NAME	初来乍到
QUEST_A_WARM_WELCOME_DESCRIPTION	啊……我看到你已醒来，魂魄依旧璀璨如昔。别害怕<color=cyan>这里是你的家，也是我们的家</color>\n\n在你踏上旅程之前，请先熟悉一下圣地...<color=cyan>毕竟，这里是这个破碎世界的最后避风港</color>\n\n<color=yellow>等你参观过世界传送门、兵营、商店以及通往圣地外域的大门后，再来找我</color>\n\n<i>当然，你可以慢慢来……</i>
QUEST_A_WARM_WELCOME_COMPLETE_RETURN_MESSAGE	回到圣地去见安琪拉。
QUEST_TRIGGER_WORLDPORTALTRIGGER_PREFIX	世界传送门
QUEST_TRIGGER_WORLDPORTALTRIGGER_SUFFIX	探索
QUEST_TRIGGER_SHOPDISCOVERTRIGGER_PREFIX	商店
QUEST_TRIGGER_SHOPDISCOVERTRIGGER_SUFFIX	探索
QUEST_TRIGGER_GATEWAYDISCOVERTRIGGER_PREFIX	圣地门径
QUEST_TRIGGER_GATEWAYDISCOVERTRIGGER_SUFFIX	探索
QUEST_TRIGGER_BARRACKSDISCOVERTRIGGER_PREFIX	兵营
QUEST_TRIGGER_BARRACKSDISCOVERTRIGGER_SUFFIX	探索
QUEST_COMMUNING_CATACOMBS_NAME	调查地下墓穴
QUEST_COMMUNING_CATACOMBS_DESCRIPTION	现在的情况相当危急... <color=cyan>圣地外的地下陵墓</color>曾经是我引导魔力，用以观测不死生物动向的地方。但现在那里发生的一切我完全无法得知……\n\n<color=cyan>世界碎裂那时，我的魔法也随之分崩离析。</color> 万幸的是，我能感受到那零碎的魔力依旧存在……\n\n<color=yellow>在地下陵墓的深处有一枚无主的符印。找到它，并让它与你的灵魂相连。</color> 一旦你做到了，我们便能继续探索前方的未知……但我担心最坏的情况已经发生了。
QUEST_COMMUNING_CATACOMBS_COMPLETE_RETURN_MESSAGE	回到圣地去见安琪拉。
QUEST_TRIGGER_SIGILTRIGGER_PREFIX	符印
QUEST_TRIGGER_SIGILTRIGGER_SUFFIX	同调
QUEST_NIGHT_SPIRITS_NAME	夜中幽灵
QUEST_NIGHT_SPIRITS_DESCRIPTION	<color=cyan>在夜间，</color>来自地下陵墓的鬼火会游荡在圣地外围。一些成簇鬼火可能也会在地下陵墓内部的深处出现……\n\n<color=yellow>消灭8只零星鬼火和5只成簇鬼火。</color>\n还请务必小心，因为<color=cyan>被鬼火攻击便会受到诅咒……</color>
QUEST_NIGHT_SPIRITS_COMPLETE_RETURN_MESSAGE	回到圣地去见安琪拉。
QUEST_RIDDING_SLIMES_NAME	清除史莱姆
QUEST_RIDDING_SLIMES_DESCRIPTION	圣地外的史莱姆相当麻烦……赶走它们会对我们有很大帮助。\n\n<color=cyan>史莱姆通常会在日间出现。</color> <color=yellow>收集5个史莱姆之核，5个史莱姆的耳朵，并消灭10只史莱姆。</color>请一定要平安归来...……
QUEST_RIDDING_SLIMES_COMPLETE_RETURN_MESSAGE	回到圣地去见安琪拉。
QUEST_DISCIPLE_OF_MAGIC_NAME	魔法学徒
QUEST_DISCIPLE_OF_MAGIC_DESCRIPTION	啊！你来了，小家伙。我注意到你的能力比以前有了明显的提升…  <color=cyan>也许，你会对秘术师的生涯感兴趣吧？</color>\n\n如若你愿追随我的智慧，<color=yellow>我将赠予你一本秘籍，它会把我的力量与你紧密绑定…</color>当然，要慎重，<color=yellow>因为这可是个无法反悔的决定。</color>\n\n嗯…..哦，啊对了！<color=yellow>若你遗失了书卷，来找我，我将会再给你一本。</color>
QUEST_DISCIPLE_OF_MAGIC_COMPLETE_RETURN_MESSAGE	回到圣地去见安琪拉。
QUEST_TRIGGER_GETMYSTICCLASS_PREFIX	秘术师秘籍
QUEST_TRIGGER_GETMYSTICCLASS_SUFFIX	阅读
QUEST_MASTERY_OF_BELLS_NAME	铃铛之精通
QUEST_MASTERY_OF_BELLS_DESCRIPTION	小家伙，你以前用过魔法铃铛吗？它们相当神秘……嗯...它们<i>曾经</i>是神秘的。幸运的是，<color=cyan>我已经揭开了如何发挥它们最大力量的秘密！</color>\n\n\n<color=yellow>收下这个卷轴。它将教会你如何蓄力并释放出超乎常理的强大魔法……</color>\n\n<color=yellow>啊，对……无论如何，如果你改变了主意，回来找我，我可以提供给你任意数量的卷轴……不过要记住，掉了的话，卷轴就会消失。</color>
QUEST_MASTERY_OF_BELLS_COMPLETE_RETURN_MESSAGE	回到圣地去见安琪拉。
QUEST_TRIGGER_USEBELLSCROLL_PREFIX	铃铛精通卷轴
QUEST_TRIGGER_USEBELLSCROLL_SUFFIX	阅读
QUEST_MASTERY_OF_SCEPTERS_NAME	法杖之精通
QUEST_MASTERY_OF_SCEPTERS_DESCRIPTION	经过多年的潜心研究，<color=cyan>我发现了运用魔法权杖的奥秘！</color>小家伙，你对这些成果感兴趣吗？<color=yellow>若是如此，我可以为你提供这个技能卷轴。</color> \n\n\n<color=cyan>使用后，你就会洞悉如何凝练你的意识来掌控此类武器……</color>\n\n<color=yellow>以及，如果你改变主意了，随时可以回来找我，我会提供给你任意数量的卷轴……不过要记住，卷轴一旦掉了就会自己消失。</color>\n
QUEST_MASTERY_OF_SCEPTERS_COMPLETE_RETURN_MESSAGE	回到圣地去见安琪拉。
QUEST_TRIGGER_USESCEPTERSCROLL_PREFIX	法杖精通卷轴
QUEST_TRIGGER_USESCEPTERSCROLL_SUFFIX	阅读
QUEST_THE_KEEP_WITHIN_NAME	林中堡垒
QUEST_THE_KEEP_WITHIN_DESCRIPTION	世界正在愈合，孩子……我们必须继续前进，探索更远的地方。<color=cyan>如果我没记错的话，埃福德露台上有处通往一所古老堡垒的传送阵。在堡垒东翼和西翼的房间里，有一对符印需要你以你的灵魂去与之同调。</color>请做好准备，以面对那里所栖息的一切……
QUEST_THE_KEEP_WITHIN_COMPLETE_RETURN_MESSAGE	回到圣地去见安琪拉。
QUEST_TRIGGER_SIGILTRIGGER_00_PREFIX	西翼符印
QUEST_TRIGGER_SIGILTRIGGER_00_SUFFIX	同调
QUEST_TRIGGER_SIGILTRIGGER_01_PREFIX	东翼符印
QUEST_TRIGGER_SIGILTRIGGER_01_SUFFIX	同调
QUEST_ANCIENT_BEINGS_NAME	古老的存在
QUEST_ANCIENT_BEINGS_DESCRIPTION	这是个问题，小家伙。<color=cyan>新月堡垒周围有成群的魔像在游荡，</color>而且它们对我们敌意十足…\n\n这些魔像曾经是象征和平的存在，专门用来抵御怪物，但现在它们却反而站在了它们那边。<color=cyan>我只能推测，可能是世界的破碎导致了这一切，而它们头部的宝石使它们陷入了暴走…</color>无论如何，我都必须查明这个现象。\n\n<color=yellow>击败大小型魔像各15只，并收集15颗它们的宝珠。</color>完成任务后，我会给予你奖励…
QUEST_ANCIENT_BEINGS_COMPLETE_RETURN_MESSAGE	回到圣地去见安琪拉。
QUEST_CONSUMED_MADNESS_NAME	疯狂尽头
QUEST_CONSUMED_MADNESS_DESCRIPTION	圣所陵墓已然今非昔比，小家伙……事实上，<color=cyan>横行于地下墓穴中诅咒的真正形貌如今丑态毕露，而事态的紧急我们有目共睹。</color>我知道你承担了很多，但，<i>我相信</i>你可以做到的！\n\n防止这个地下墓穴继续腐化的唯一方法，<color=yellow>就是通过击倒不死大军中最邪恶的精锐来抚平它们的狂乱……</color>\n\n完成这项任务后，请回来找我……<color=cyan>此外，我强烈建议你在这次旅程中随身携带治疗物品！</color>
QUEST_CONSUMED_MADNESS_COMPLETE_RETURN_MESSAGE	回到圣地去见安琪拉。
QUEST_TRIGGER_SWEEPFINISHHARD_PREFIX	圣所陵墓
QUEST_TRIGGER_SWEEPFINISHHARD_SUFFIX	扫荡（lv12-18）
QUEST_SPIRALING_IN_THE_GROVE_NAME	周旋林间
QUEST_SPIRALING_IN_THE_GROVE_DESCRIPTION	<color=cyan>新月林地充斥着腐化……</color> 此番景象令人痛心，我们必须阻止事态继续恶化。\n\n<color=cyan>我相信，小家伙，你完全有能力净化这片堕落的林地。</color>\n\n<color=yellow>从新月林地的起点到终点，消灭所有栖身其间的怪物。</color>正如你所看到的，它们隐匿于朦胧的黑暗魔法中，只有当你靠近它们时才会出现。\n\n<color=cyan>一旦你助林地摆脱邪恶的支配，就回到我身边，我会为你提供一份奖励……</color>\n
QUEST_SPIRALING_IN_THE_GROVE_COMPLETE_RETURN_MESSAGE	回到圣地去见安琪拉。
QUEST_TRIGGER_SWEEPFINISHGROVENORMAL_PREFIX	新月林地
QUEST_TRIGGER_SWEEPFINISHGROVENORMAL_SUFFIX	扫荡（lv15-20）
QUEST_TETHERING_GROVE_NAME	联接林地
QUEST_TETHERING_GROVE_DESCRIPTION	自古以来，新月堡垒一直受我们世世代代所敬仰……\n\n<color=cyan>可当世界破碎时，深不见底的腐化导致了新月堡垒的覆灭。</color> 曾经居住在那里的，来自其他世界的灵魂没能过上好不容易得来的新生，而与我同族的德鲁伊们也被腐化成了祸害。\n\n<color=yellow>你可以在新月堡垒东翼的深处找到新月林地。一旦你靠近它，门就会自动打开。在新月林地中找到那枚无主的符印，并将它与你的灵魂同调。</color>潜伏在林地里的怪物们强大无比！请一定做好准备，小家伙。\n
QUEST_TETHERING_GROVE_COMPLETE_RETURN_MESSAGE	回到圣地去见安琪拉。
QUEST_TRIGGER_GROVESIGILTRIGGER_PREFIX	新月林地符印
QUEST_TRIGGER_GROVESIGILTRIGGER_SUFFIX	同调
QUEST_THE_EFFOLD_TERRACE_NAME	埃福德露台的种种
QUEST_THE_EFFOLD_TERRACE_DESCRIPTION	你说在地下墓穴遇到了史莱姆的埋伏？好吧……我应该能简单捋清我们现在的状况。\n\n既然你用你勇敢的灵魂修复了一部分符印与结界，通往埃福德露台的传送阵现在应该能对你开放了。\n\n<color=cyan>那个传送阵位于地下墓穴地表入口的东北面。</color>根据我能观测到露台的状况来看，那里到处都是肮脏的史莱米库。与普通史莱姆不同，它们更强大，而且富含焦油。\n\n<color=yellow>消灭15个史莱米库，保证安全，然后回来找我……</color>
QUEST_THE_EFFOLD_TERRACE_COMPLETE_RETURN_MESSAGE	回到圣地去见安琪拉。
QUEST_CLEANING_TERRACE_NAME	清理露台
QUEST_CLEANING_TERRACE_DESCRIPTION	哼，那些讨厌的史莱米库又在捣乱了！<color=cyan>埃福德露台</color>可不能再这么脏乱下去了需要即刻清理来改善环境……\n\n或许你可以帮我这个忙，顺便给他们展现一下你的能力？<color=yellow>消灭20只史莱米库，</color>然后…有空就来回找我……
QUEST_CLEANING_TERRACE_COMPLETE_RETURN_MESSAGE	回到圣地去见安琪拉。
QUEST_DIVA_MUST_DIE_NAME	女王必须死
QUEST_DIVA_MUST_DIE_DESCRIPTION	看来你对女王的史莱米库族群造成了很大的伤害。现在是时候趁热打铁，使出你的全力去点破她虚张的攻势了。\n\n从露台周围的龙脉流动来看，<color=cyan>如果史莱姆女王的子嗣不断被消灭的话，她最终就会现身……</color>\n\n也许史莱米库最多的角落，便是她最有可能藏匿的地方。我相信你能给她一个教训，对吧？
QUEST_DIVA_MUST_DIE_COMPLETE_RETURN_MESSAGE	回到圣地去见安琪拉。
QUEST_RATTLECAGE_RAGE_NAME	笼中狂怒
QUEST_RATTLECAGE_RAGE_DESCRIPTION	嗯…哦！我知道闯荡地下墓穴对你来说可能有些艰难，对吗？啊，啊呀…？没有的事…？那…这样，你知道吗？每次你进入地下墓穴，它的内部似乎都会扭曲，变幻。<color=cyan>通往它的入口已经腐化，会不断改变里面的构造。</color>\n\n<i>我知道你能胜任这项任务，小家伙……</i>\n\n<color=yellow>从圣所陵墓的入口一直到最深处，请你清除墓穴内所有的邪恶气息。</color>一旦你<color=yellow>正常地…</color>完成了这个挑战，就回来找我吧。当然，请注意安全。
QUEST_RATTLECAGE_RAGE_COMPLETE_RETURN_MESSAGE	回到圣地去见安琪拉。
QUEST_TRIGGER_SWEEPFINISH_PREFIX	圣所陵墓
QUEST_TRIGGER_SWEEPFINISH_SUFFIX	扫荡（lv6-12）
QUEST_HUNTIN_HOGS_NAME	狩猎野猪
QUEST_HUNTIN_HOGS_DESCRIPTION	你的灵魂依旧强韧，小家伙。要不我来派你去做些更……嗯，<i>刺激</i>的事？\n\n<color=cyan>在圣地外围侧面有一条小道，</color>到处都是被称为突突猪的恶劣生物。他们头上顶着危险的武器，会攻击任何进入他们领地的人……\n\n如果可以的话，请展示你的技艺并<color=yellow>消灭20只突突猪，再收集15根愤愤猪的角。</color>\n\n当你事成之后回来找我……
QUEST_HUNTIN_HOGS_COMPLETE_RETURN_MESSAGE	回到圣地去见安琪拉。
QUEST_MASTERY_OF_BLADES_NAME	剑之精通
QUEST_MASTERY_OF_BLADES_DESCRIPTION	看来现在你已经能熟练运用你的力量了，流离者。<color=yellow>拿上这个卷轴吧。</color><color=cyan>阅读它可以加强你使用单手近战武器的能力。</color>只要集中注意力，你就能用蓄力攻击和跳劈对你的敌人展开压倒性的攻势。\n\n<color=yellow>你要是反悔了，可以随时回来找我。卷轴我这要多少有多少。不过要记住，你丢弃卷轴时它会直接消失。</color>
QUEST_MASTERY_OF_BLADES_COMPLETE_RETURN_MESSAGE	回到圣地去见伊诺克。
QUEST_TRIGGER_USEMELEESCROLL_PREFIX	轻武器精通卷轴
QUEST_TRIGGER_USEMELEESCROLL_SUFFIX	阅读
QUEST_MASTERY_OF_HAMMERS_NAME	重锤之精通
QUEST_MASTERY_OF_HAMMERS_DESCRIPTION	<color=cyan>使用重型武器需要十分强大的力量，流离者。</color>而我认为，你很有这方面的潜力。<color=yellow>要是觉得你能承受得了这种战斗方式，就拿上这个卷轴。</color><color=cyan>读完它，你就会对如何把敌人砸成尸块了如指掌。</color>\n\n<color=yellow>你要是反悔了，可以随时回来找我。卷轴我这要多少有多少。不过要记住，你丢弃卷轴时它会直接消失。</color>
QUEST_MASTERY_OF_HAMMERS_COMPLETE_RETURN_MESSAGE	回到圣地去见伊诺克。
QUEST_TRIGGER_USEHEAVYMELEESCROLL_PREFIX	重武器精通卷轴
QUEST_TRIGGER_USEHEAVYMELEESCROLL_SUFFIX	阅读
QUEST_MASTERY_OF_SPEARS_NAME	长矛之精通
QUEST_MASTERY_OF_SPEARS_DESCRIPTION	长柄武器总能让我回想起我还在受训的日子。和别的近战武器一样，<color=cyan>它们也是沙场上的可靠伙伴。</color>我能看见你眼中的激情，流离者。<color=yellow>拿上这个卷轴吧，它能教导你学会使用长柄武器的高阶技巧。</color>\n\n<color=yellow>你要是反悔了，可以随时回来找我。卷轴我这要多少有多少。不过要记住，你丢弃卷轴时它会直接消失。</color>
QUEST_MASTERY_OF_SPEARS_COMPLETE_RETURN_MESSAGE	回到圣地去见伊诺克。
QUEST_TRIGGER_USEPOLEARMSCROLL_PREFIX	长兵精通卷轴
QUEST_TRIGGER_USEPOLEARMSCROLL_SUFFIX	阅读
QUEST_STRENGTH_AND_HONOR_NAME	力量与荣光
QUEST_STRENGTH_AND_HONOR_DESCRIPTION	是做出抉择的时候了，流离者。你所展现的力量与技巧早已证明<color=cyan>你有着配得上战士之名的本色。</color>\n\n若你成为一名战士，你将有能力对抗遍布这世界的邪恶怪物，令它们闻风丧胆。<color=yellow>拿上这本秘籍。</color>阅读后，我将与你同在，你我齐心斩断黑暗。\n\n<color=yellow>如果你碰巧丢失秘籍，回我这里。卷轴我这要多少有多少。</color><color=cyan>记住，读完之后，你就没有回头路了。</color>
QUEST_STRENGTH_AND_HONOR_COMPLETE_RETURN_MESSAGE	回到圣地去见伊诺克。
QUEST_TRIGGER_GETFIGHTERCLASS_PREFIX	战士秘籍
QUEST_TRIGGER_GETFIGHTERCLASS_SUFFIX	阅读
QUEST_ERADICATING_THE_UNDEAD_NAME	剿灭不死生物
QUEST_ERADICATING_THE_UNDEAD_DESCRIPTION	是时候了，流离者。<color=cyan>圣所陵墓终于露出了它的真面目，而对不死生物发起反攻的时刻也已到来。</color>尽管愚蠢又盲目，这个咒语下的不死军团依旧无情而强大。\n\n我们必须制止这些怪物，以免它们进一步腐化我们的世界。<color=yellow>消灭25只瘴气鬼火，15只狱火史莱姆，和30只喧闹幽魂。你可以在圣所陵墓最险恶的层面中找到它们。</color>让我们的怒火焚尽这些不死生物，杀他们个片甲不留。\n
QUEST_ERADICATING_THE_UNDEAD_COMPLETE_RETURN_MESSAGE	回到圣地去见伊诺克。
QUEST_PURGING_THE_GROVE_NAME	净化林地
QUEST_PURGING_THE_GROVE_DESCRIPTION	<color=cyan>现在的新月林地是这世界的一处祸根。</color> 流离者，我们对林地里成群结队的怪物们已经忍无可忍。肃清他们，让它们从腐化的狂乱中得到解脱。\n\n<color=yellow>摧毁30只腐木妖、25只绯咒者、10只蓝蘑菇妖和15只巨石魔像。</color> 任务完成后，立刻回来见我。\n
